1,0.930713,0.930713,109.1541,109.1541,0.10000000,0.6786,0.6786
2,0.849225,0.849225,105.2369,105.2369,0.10000000,0.7201,0.7201
3,0.791542,0.791542,103.7624,103.7624,0.10000000,0.7299,0.7299
4,0.766336,0.766336,102.7945,102.7945,0.10000000,0.7330,0.7330
5,0.747526,0.747526,105.3347,105.3347,0.10000000,0.7403,0.7403
6,0.773738,0.773738,103.5645,103.5645,0.10000000,0.7272,0.7272
7,0.742432,0.742432,103.4291,103.4291,0.10000000,0.7460,0.7460
8,0.784804,0.784804,102.8050,102.8050,0.10000000,0.7285,0.7285
9,0.792952,0.792952,102.4634,102.4634,0.10000000,0.7297,0.7297
10,0.726688,0.726688,103.2373,103.2373,0.10000000,0.7554,0.7554
11,0.779565,0.779565,102.6635,102.6635,0.10000000,0.7293,0.7293
12,0.723592,0.723592,102.8323,102.8323,0.10000000,0.7445,0.7445
13,0.744586,0.744586,103.0537,103.0537,0.10000000,0.7431,0.7431
14,0.746117,0.746117,102.1566,102.1566,0.10000000,0.7468,0.7468
15,0.741517,0.741517,107.3605,107.3605,0.10000000,0.7381,0.7381
16,0.728743,0.728743,103.8341,103.8341,0.10000000,0.7482,0.7482
17,0.760260,0.760260,103.7511,103.7511,0.10000000,0.7351,0.7351
18,0.703559,0.703559,104.2091,104.2091,0.10000000,0.7553,0.7553
19,0.711307,0.711307,103.2376,103.2376,0.10000000,0.7524,0.7524
20,0.699733,0.699733,102.9912,102.9912,0.10000000,0.7644,0.7644
