1,0.649901,0.649901,102.0224,102.0224,0.01000000,0.7704,0.7704
2,0.650906,0.650906,103.0939,103.0939,0.01000000,0.7786,0.7786
3,0.647244,0.647244,103.0968,103.0968,0.01000000,0.7771,0.7771
4,0.650097,0.650097,102.9085,102.9085,0.01000000,0.7704,0.7704
5,0.628956,0.628956,99.1892,99.1892,0.01000000,0.7807,0.7807
6,0.619028,0.619028,102.5727,102.5727,0.01000000,0.7882,0.7882
7,0.635989,0.635989,100.2953,100.2953,0.01000000,0.7800,0.7800
8,0.638579,0.638579,99.8413,99.8413,0.01000000,0.7771,0.7771
9,0.627206,0.627206,101.6979,101.6979,0.01000000,0.7856,0.7856
10,0.650465,0.650465,102.9981,102.9981,0.01000000,0.7689,0.7689
11,0.636281,0.636281,103.1027,103.1027,0.01000000,0.7757,0.7757
12,0.603441,0.603441,102.1979,102.1979,0.01000000,0.7856,0.7856
13,0.612742,0.612742,102.8619,102.8619,0.01000000,0.7802,0.7802
14,0.621939,0.621939,102.6365,102.6365,0.01000000,0.7826,0.7826
15,0.604425,0.604425,101.0602,101.0602,0.01000000,0.7817,0.7817
16,0.613119,0.613119,102.9375,102.9375,0.01000000,0.7826,0.7826
17,0.599110,0.599110,103.0905,103.0905,0.01000000,0.7847,0.7847
18,0.603543,0.603543,102.3625,102.3625,0.01000000,0.7826,0.7826
19,0.599135,0.599135,102.1016,102.1016,0.01000000,0.7933,0.7933
20,0.597262,0.597262,104.3142,104.3142,0.01000000,0.7868,0.7868
21,0.585786,0.585786,102.8377,102.8377,0.01000000,0.7884,0.7884
22,0.587552,0.587552,103.0517,103.0517,0.01000000,0.7897,0.7897
23,0.606571,0.606571,102.9344,102.9344,0.01000000,0.7864,0.7864
24,0.602707,0.602707,103.2989,103.2989,0.01000000,0.7916,0.7916
25,0.577541,0.577541,98.9555,98.9555,0.01000000,0.7928,0.7928
26,0.585830,0.585830,101.0447,101.0447,0.01000000,0.7906,0.7906
27,0.578737,0.578737,98.3541,98.3541,0.01000000,0.7875,0.7875
28,0.554518,0.554518,101.6454,101.6454,0.01000000,0.7991,0.7991
29,0.589297,0.589297,102.1982,102.1982,0.01000000,0.7904,0.7904
30,0.558116,0.558116,102.8961,102.8961,0.01000000,0.7978,0.7978
31,0.567336,0.567336,103.1683,103.1683,0.01000000,0.7939,0.7939
32,0.537722,0.537722,102.9959,102.9959,0.01000000,0.8041,0.8041
33,0.565377,0.565377,101.2351,101.2351,0.01000000,0.8007,0.8007
34,0.554818,0.554818,102.5024,102.5024,0.01000000,0.8003,0.8003
35,0.562180,0.562180,103.0968,103.0968,0.01000000,0.7973,0.7973
36,0.576436,0.576436,102.6626,102.6626,0.01000000,0.7868,0.7868
37,0.566619,0.566619,102.7419,102.7419,0.01000000,0.7930,0.7930
38,0.553233,0.553233,102.1922,102.1922,0.01000000,0.7982,0.7982
39,0.544750,0.544750,100.8035,100.8035,0.01000000,0.8080,0.8080
40,0.558615,0.558615,102.4963,102.4963,0.01000000,0.8041,0.8041
41,0.566036,0.566036,100.5017,100.5017,0.01000000,0.7964,0.7964
42,0.552584,0.552584,101.9991,101.9991,0.01000000,0.8027,0.8027
43,0.542930,0.542930,101.8964,101.8964,0.01000000,0.8029,0.8029
44,0.533120,0.533120,102.7750,102.7750,0.01000000,0.8028,0.8028
45,0.539841,0.539841,103.8317,103.8317,0.01000000,0.8069,0.8069
46,0.544724,0.544724,103.1926,103.1926,0.01000000,0.8024,0.8024
47,0.553315,0.553315,102.5041,102.5041,0.01000000,0.8013,0.8013
48,0.523861,0.523861,100.2995,100.2995,0.01000000,0.8131,0.8131
49,0.541427,0.541427,103.8989,103.8989,0.01000000,0.8045,0.8045
50,0.530265,0.530265,101.2922,101.2922,0.01000000,0.8117,0.8117
